age,salary
17,1030707.0515426683
23,1354102.8937461805
39,2151513.717407319
26,1489418.4659707318
34,1895843.5562255925
38,2077769.6869005081
29,1638225.6378769407
34,1931620.9736774375
40,2178811.93446016
40,2199396.302857083
18,1105308.4809127923
33,1833328.082338602
20,1202678.694875173
31,1744770.3077352515
33,1883273.2739390915
30,1721555.0955911349
29,1670847.1213145056
21,1248653.146943817
26,1501621.6336882315
22,1258328.8569078792
24,1409582.4843592618
36,1989011.459604492
16,974954.2352220638
19,1145349.3360110654
27,1563524.508928052
19,1141658.5239569186
21,1281948.9661212882
36,1997589.4211984454
39,2140305.9593609693
24,1371534.8235129297
28,1587487.8136287662
19,1163446.8369764325
35,1978622.660300585
27,1563699.0911331002
26,1481856.3376879788
37,2052998.843924405
22,1296775.5122059193
17,1068039.6259035184
18,1113587.0835673264
18,1119849.532271661
17,1060841.858886911
28,1624178.3190454314
34,1931575.8547969973
23,1356232.495113492
23,1414825.1815395358
21,1277026.9417750498
16,994111.7015888336
19,1172130.786371849
19,1151475.9362769485
21,1238259.512178659
17,1045205.724429384
35,1986810.3182448517
26,1502562.1224987088
17,1065198.828307617
23,1328163.1076614368
38,2085896.1758214135
18,1111210.5655054569
21,1233675.615467589
23,1377648.9386375044
39,2117611.5251313043
35,1936338.4878558198
19,1164878.0374742898
32,1799319.4799463386
21,1256179.8111634979
19,1169403.2294681196
30,1690945.9504140161
40,2221857.4323618542
20,1211731.6467466697
26,1487675.6550804887
23,1342628.7289934754
38,2098793.714937725
24,1441300.485154017
32,1803539.5552817096
16,975253.2970984001
23,1364229.273031351
37,2034368.2423554962
17,1057281.0047499556
16,1029746.0134546239
20,1192712.9666022474
19,1158460.719494608
38,2116763.7821085076
35,1988472.5444084543
30,1698288.5464042274
40,2207743.2355823275
18,1062111.0770416572
34,1893071.2032248732
27,1533663.0419524908
29,1629214.4874153687
39,2128930.908443805
30,1670509.237385457
21,1254547.5997719683
31,1765280.952796495
36,1995794.8449645315
26,1487433.6002922317
18,1116636.6290419276
29,1657119.0936050361
22,1262830.2412451804
21,1269719.7866011704
36,2011080.7243942905
31,1735150.6087915285
36,2044635.7229098477
33,1825927.995702091
38,2119746.461880539
26,1456057.2273752831
17,1044240.0621800175
26,1535616.6109752285
38,2086961.8182396037
31,1760402.2446484559
28,1590699.5981765804
21,1280942.5255908554
25,1456607.7551131197
29,1621123.6763553915
31,1705955.4910185267
24,1398700.3803801904
38,2098539.29620411
33,1857346.8288288736
38,2096772.9459126177
40,2211175.9570428464
36,2001119.4050715752
35,1951312.2455443437
23,1357031.4156592493
22,1285621.0593626087
25,1446402.8551141345
31,1793004.3842884547
24,1426554.4078636186
21,1231426.9043615535
21,1250557.6208300004
16,1002173.9780003014
38,2094791.765728552
27,1538707.0706757621
38,2074296.3581509024
17,1049452.7901991105
29,1649102.8762236938
33,1814838.5867999278
19,1175743.4048501619
24,1393298.5776007494
23,1360755.7633374617
28,1568960.2769374782
23,1326082.4274345692
16,993974.9765415755
29,1623281.6538121714
25,1436957.9525641378
18,1096756.9915804944
28,1601348.2053903053
34,1899045.6596365913
33,1835802.6134509314
29,1654064.0067620128
40,2231253.165728546
33,1843938.3912895368
36,2018491.5071319037
29,1659104.0544927428
27,1575585.2398996623
19,1138995.5649712642
24,1397997.6096612683
22,1316041.717484373
16,994492.5534048568
39,2135352.8743797075
39,2180699.6640227893
19,1118572.675043778
39,2188580.349147666
36,1988629.8391098338
21,1289854.8560167064
25,1458904.2542049403
40,2210997.8505312405
18,1125108.1542097328
30,1686697.8365594412
19,1135314.8868644708
31,1760669.4302522785
25,1435524.8265044892
18,1103914.1225504542
32,1795162.2893672178
18,1119090.1991124202
31,1766097.3269708215
21,1271336.4586037504
21,1246787.5771975846
19,1154161.5095294858
30,1688862.629495058
26,1495895.3565612526
19,1140926.9190750886
37,2030815.9819964785
37,2044754.3475796788
40,2179132.9963276535
21,1215583.736830259
27,1544880.9999079208
21,1252117.2030634228
17,1095038.149003929
20,1211404.3368808872
40,2217153.2299033212
37,2054174.9673562783
38,2100083.182775623
27,1589651.9407097262
17,1028621.5762618141
39,2178591.2479509567
25,1453271.1602279053
27,1521592.1228689223
23,1348205.1772254135
28,1596869.228445698
38,2119170.2571811494
36,1990975.261434989
19,1177610.8438154568
29,1643834.8817730984
35,1937431.2479763574
30,1703975.4135497743
21,1252183.7545261073
19,1171656.839948274
29,1606815.0317317352
28,1587447.2436672156
26,1471385.2548479892
32,1770554.5876833263
18,1078021.508688189
36,2029604.5973794262
20,1196432.971309782
20,1207342.887537724
16,1006553.6737405588
31,1729637.0012999412
26,1470373.3987849972
24,1388275.9864684206
31,1765914.421617611
20,1221643.946611986
18,1111807.4308811093
40,2211905.270228835
27,1564070.3752710808
29,1657559.3115104705
36,2018473.0831073783
29,1665618.6315621838
39,2126137.279285795
27,1564366.9592266167
39,2171733.896268696
37,2020210.1219533782
38,2085875.8738501957
21,1270562.3819195223
35,1952069.143297874
40,2191032.8707985478
29,1657142.8384885774
38,2100795.219185526
35,1954148.1297080233
21,1240434.457239836
28,1622698.2086475438
31,1774316.5871949417
35,1950293.463343382
20,1208695.7525242933
29,1660117.9412000582
31,1744936.189092112
27,1550837.0895156495
25,1447185.9522663138
23,1357160.0486838825
19,1172936.2606327152
19,1110931.9094854125
39,2147197.29743144
38,2081933.4001648827
22,1320281.7824941953
33,1828366.0056463415
30,1666363.8848674465
32,1789082.3283239428
28,1577964.604358723
27,1548231.3624711544
29,1641766.4777532187
24,1384477.714196055
33,1824067.478584301
20,1179008.503469301
34,1925772.613633517
28,1612273.5995870891
34,1918739.3308382868
19,1120314.2042492698
22,1318362.9245041567
24,1424709.571949283
25,1441040.8692949929
33,1836521.926228614
26,1515610.82218993
32,1769889.0005989978
21,1230212.8988977575
21,1204536.4473975776
16,965769.2124963355
39,2146950.495013168
37,2052239.1848288875
36,1977175.6950887835
40,2165172.858631237
37,2067093.4617298262
30,1689444.8844418137
38,2099836.4838615335
40,2184037.0859042713
35,1981721.659834424
39,2130630.621520566
40,2169882.157127002
32,1800487.8613972568
32,1832526.7140443136
23,1339422.4794170822
38,2113287.55785893
32,1825042.1084901718
36,2031399.9078676228
34,1926746.8645135232
32,1793515.4550014962
35,1959231.0783592255
21,1281854.5691203913
25,1495483.700606368
22,1301863.9515943176
22,1302015.6345790047
34,1931314.4112772378
27,1585507.5858820663
22,1267954.50545298
32,1790105.3570535493
22,1272317.5314598293
24,1403926.979281241
24,1363401.3967534124
33,1839113.564154545
18,1093703.6789968505
27,1521741.4620667987
40,2151576.4428522163
24,1380491.5495924533
19,1170175.8707848426
19,1157400.993665309
30,1693966.384477383
33,1832377.6883359912
19,1138602.131162937
39,2149511.2753026737
35,1929802.2912785562
30,1709247.049213421
21,1257032.0889084593
39,2160524.3729590466
19,1139259.2613333212
26,1480733.3585906092
32,1812968.5786162808
30,1680139.2259371055
19,1121466.1315740445
31,1760946.311182426
37,2052046.2066761772
16,982015.7950530834
18,1115874.6465945956
24,1388573.078842643
21,1228822.1961376942
20,1166187.75193848
39,2143233.9356512004
36,1995944.5285847066
30,1677825.014671948
16,996933.9256932364
29,1612879.5862022643
34,1900053.5425501978
20,1203882.7253189501
29,1647683.441992662
29,1650997.3768800294
24,1366292.562703666
36,1962333.4319754636
20,1199803.7835638914
40,2176284.255727647
17,1053685.104448091
26,1515261.4076030753
30,1722609.5568557514
36,2013262.2476213146
27,1537572.4678390499
17,989965.4431622132
18,1082090.381790426
29,1645616.795204445
18,1092815.8661669572
23,1351499.6243597968
38,2123919.6835676352
35,1947497.0882257768
34,1893445.1516666648
39,2164522.5811223113
38,2100009.4997273306
17,1029901.0512159942
34,1895684.8875330435
23,1340210.1117748595
17,1051955.1776264862
18,1089386.662205218
30,1708779.5776720366
27,1534102.560180739
34,1883669.5232654929
24,1395682.4040254415
29,1650376.501931621
33,1871908.275852299
24,1398072.3637288304
35,1952004.1607463215
34,1900707.4122869489
40,2242364.196248604
27,1543858.5588229499
40,2176817.9682764686
30,1728781.5016697245
40,2197482.8611459886
31,1753795.131223253
23,1344526.1551644928
26,1488826.7154591293
34,1912449.8524647981
33,1881971.412356228
21,1272861.5117701131
16,992526.8944322653
34,1919821.33381663
22,1296392.5549494338
38,2101386.3150188224
18,1063042.5976038917
37,2014188.979610962
28,1639724.4313452647
33,1852679.7460371593
25,1453874.189322703
23,1311353.8808728165
33,1893843.6500431257
17,1030629.2919901605
37,2066785.7071798733
32,1800458.6070113522
39,2154782.697246641
24,1430264.3744289877
28,1594935.425947651
39,2136578.1821456477
19,1166235.288936555
40,2208485.898491247
20,1215243.9320587362
31,1763443.0995640142
33,1859723.1062015276
39,2127125.684440514
22,1334273.484783366
17,1071522.2453343605
40,2173290.8629928026
36,2010748.5954027816
37,2053773.5229671905
24,1409153.379559007
22,1310686.2825654396
37,2062445.9061211676
17,1080381.6735346576
26,1524034.600620791
29,1695790.0123069151
34,1902403.6768551953
28,1619888.5593947312
39,2150515.4038739
22,1295031.5358405793
24,1390979.9754110642
23,1338548.6669675752
23,1327017.1642493114
37,2043691.3870555423
39,2160463.988945395
30,1730345.3036411407
31,1773853.4446683133
32,1787488.472692304
19,1167359.5986869652
16,987064.8216704086
36,1986334.6818361895
22,1343610.591220864
24,1379463.59726453
27,1584569.3077760988
26,1525123.1498746355
40,2171158.1400538026
26,1504607.3603827944
38,2115473.8378219754
20,1170868.3576998564
31,1762710.8914248447
27,1553109.2848873828
36,1990574.112419392
38,2120742.6987735056
33,1850294.0365055888
40,2177636.94343786
32,1768592.0185727864
16,1003720.3424486951
20,1171948.7035236356
34,1862577.5947435119
25,1449484.5840874896
24,1405519.6441483
20,1206140.07247251
31,1772023.850667584
35,1953687.8747517725
37,2061077.8511751792
19,1173587.2462538616
32,1845870.1064665173
17,1027856.6480450691
18,1106878.1512498024
29,1663070.0264307703
24,1377388.670864873
16,1008420.266049211
38,2092797.2387284597
23,1345925.6443879409
19,1154884.8348646115
22,1309329.8563349901
21,1264938.1723543361
39,2132981.1355237686
25,1419215.7103828192
34,1909572.786333196
19,1137283.9488690475
27,1542786.0154964572
19,1139209.2071324748
34,1940443.9011385115
39,2163215.4441283187
27,1580754.1120159428
33,1841064.0518772225
39,2162124.604117687
19,1174565.8231386626
34,1913241.5427339165
20,1186027.351706751
21,1249433.7332869547
17,1056157.3166946196
20,1190250.5577039686
26,1544830.4977827268
22,1302959.169308496
32,1802409.1123682258
33,1839424.83802968
22,1310363.6976556901
31,1733819.8895017672
21,1263463.4734431272
20,1214555.7230062038
22,1314527.9302639791
38,2098344.3180060466
27,1592481.5517235787
32,1809315.6984743604
16,999940.0071305892
24,1431705.2242837057
31,1752020.2527932376
19,1153259.2424264997
27,1546728.4519595536
35,1951696.1674569962
32,1828252.1580127247
19,1128373.8708720752
31,1759235.6691940576
26,1455441.352083666
18,1089790.8426594303
20,1200238.5906639313
21,1207522.501602233
30,1696651.5174635812
34,1915726.4733658317
34,1921132.1969808321
19,1130168.993748506
37,2064438.0556774235
38,2099084.7587011373
37,2017414.3439417162
18,1073978.3112878823
18,1106493.633064577
32,1770595.6875580505
17,1055211.1374500906
30,1658029.5645018662
22,1315448.2029582022
32,1830932.9436663454
34,1910643.523196903
32,1768481.5328362617
35,1977463.498357773
32,1809438.2000898244
26,1518081.2989860051
33,1839961.8900819714
23,1325739.323883027
40,2190928.968453888
39,2123113.8575294875
40,2203197.5344260465
36,2008542.4183369623
28,1593653.2577046566
22,1301425.2943115714
38,2092953.9670657974
34,1939089.818239229
38,2080220.5740723908
24,1390561.431284165
36,1975436.5391089893
19,1145883.4129103844
39,2190451.788093298
34,1929418.4890501061
40,2219093.8501211256
29,1653296.4726141195
17,1051921.142782349
17,1055739.9038617525
34,1869905.185231824
33,1849400.7790320176
21,1220996.4125957948
26,1508513.2762527354
39,2158948.4142240477
25,1435296.0712367536
25,1443598.450991235
19,1153761.4806859808
23,1353251.8196183012
27,1563538.1252979564
40,2210797.6997449845
18,1096270.598467631
39,2126564.8329623346
28,1573271.7982429604
27,1507204.2202449364
34,1910736.3491319574
39,2148043.874880917
22,1292192.7135080067
29,1660873.7478206605
34,1874886.7958740885
20,1235415.9544345513
31,1743635.8705573482
21,1260537.331713998
16,1056001.7187182866
18,1127698.138752905
23,1344955.6028348359
26,1539725.2936097905
25,1440250.465625587
27,1556725.9842801811
29,1607959.2032802035
16,993684.5364967522
30,1731837.5927164322
18,1065131.1267926206
22,1278288.59530169
31,1750827.3232736175
35,1973974.9187230894
26,1527086.0093101123
21,1207527.2508191413
25,1481854.2746756556
35,1982338.1839750803
19,1127753.3617043728
37,2045368.414421239
28,1567293.4573690172
38,2085385.2723073438
39,2170361.9729495873
28,1582926.9591041259
22,1295501.5942498802
38,2127601.8538975925
22,1297705.0858799983
34,1897377.942880894
28,1581968.1305560938
30,1687927.4057871047
23,1344809.6628567388
38,2135979.955536895
38,2093559.5474272373
19,1128628.3585463527
31,1765342.4966403511
19,1143061.403902836
34,1903946.6026189204
22,1297424.8284854067
36,2028539.4832732873
37,2054838.1679002973
24,1402634.8772067518
29,1652866.023372954
29,1656950.1861986618
35,1951579.859352168
33,1852216.4704861382
24,1387415.6950471168
17,1082924.2040091674
21,1223557.322038334
16,979116.2194626029
36,1967622.6941343963
20,1210627.6681694111
31,1735141.5846418194
31,1791036.2551187791
33,1874663.0985263267
27,1531061.4868788624
30,1690599.8256196931
22,1303968.3114981472
25,1417303.3260074486
33,1852595.646449237
28,1575687.2774080264
37,2048827.9527277984
30,1700110.816855836
31,1733460.6831290612
16,1023794.2000529921
28,1613605.0800860547
29,1685441.9796685884
37,2051077.2193463168
17,1042779.6313054742
21,1222589.9586989123
35,1957011.7577372636
29,1659764.0927946714
23,1366753.3173375595
28,1616043.3526288047
40,2201304.942559597
23,1321469.738422524
16,1004752.6773408338
27,1546864.1641860849
27,1551047.3264638027
34,1897832.463120917
31,1786274.7214062945
33,1852181.9608890398
30,1672956.7188589785
29,1664085.66040799
29,1673097.7062145136
39,2144781.3075320935
23,1360185.2998584982
24,1406628.642080731
22,1276325.5734446943
25,1449735.5284830288
20,1204464.7587234967
31,1754146.7793922564
36,1998869.821052194
34,1897194.324245188
17,1059090.6374373762
30,1688959.4746368115
39,2139847.9082184876
30,1689751.9956279632
30,1698860.6175836278
17,1054511.6361341274
25,1431758.4297962042
18,1107177.0307276193
36,1997207.8020306844
24,1409089.0997699813
24,1392270.5425456618
21,1256643.6993359085
40,2205067.958344424
28,1595519.7095295677
25,1423385.3512627848
32,1788450.4262754242
29,1673586.756194384
29,1652784.5984331921
35,1962616.0186684895
28,1585697.1814303424
17,1063689.9680573728
25,1469781.2924275107
28,1588327.793202335
20,1164354.518451855
31,1738274.9428544845
20,1208900.1312228201
21,1248186.3831078429
24,1367296.2372293908
39,2148159.1492275796
36,2043454.1324723985
30,1657736.9910509293
24,1390742.2164914955
39,2149238.7975311596
27,1550786.260246055
39,2147015.3382964004
39,2138136.8698532386
37,2068731.8759771087
38,2090922.8028329164
31,1749782.725066036
32,1806641.9895627997
27,1560913.8068624202
28,1590155.662936488
37,2066870.246881203
37,2048076.4700344775
31,1733463.9792453798
31,1738513.1178304555
37,2053135.163257614
26,1488866.6328217983
19,1171810.1552164487
19,1151859.4508564495
26,1485522.5469034547
29,1661448.3116512639
19,1166787.9343419983
19,1178346.667668687
22,1274031.3606180695
19,1143045.5620964752
37,2064206.1830393316
39,2126364.3684469517
26,1503995.3866931158
22,1283523.4246818698
35,1916782.6624839583
32,1812289.397346089
35,1985815.9217722209
32,1796064.6402236493
17,1039541.7532994278
28,1594668.2127273078
23,1381902.2771759478
22,1299972.378395433
19,1144942.4306109922
18,1078757.8578248578
34,1922080.4777156336
34,1928149.9674789666
30,1730587.0690821363
29,1670528.5136109444
39,2160096.2686080816
23,1361016.8040089621
36,1973152.913250676
35,1965181.0113104442
31,1786798.761799837
18,1129420.1582697942
40,2204247.330559759
31,1749859.0691892903
40,2183719.794102425
40,2196160.6851507504
30,1709813.19190828
20,1184556.838221822
19,1157161.6008895861
30,1705662.845190094
32,1785399.4622441388
31,1727217.515615232
24,1390345.251113533
30,1667176.2953955117
27,1561083.2297016436
36,1983686.2741967326
29,1666630.9390014969
40,2199611.9842860033
37,2034597.4383471862
30,1661441.1384408288
19,1150330.1035240062
37,2082365.9177911477
23,1334089.8364558117
30,1687613.653507536
32,1803712.2701538196
31,1735737.1099790847
24,1390337.0685007777
39,2135225.617262911
23,1341072.6968994313
20,1212997.5594698514
31,1764327.764817001
24,1415393.7303324544
18,1079915.3094773958
32,1775442.9973897317
23,1364314.5456214955
20,1165220.2554560017
20,1195656.480106718
19,1183487.1848037364
25,1446041.0473612996
34,1928476.3769388883
39,2160469.455102941
40,2213990.196129175
34,1908441.9053109034
19,1158490.2426886267
21,1238693.4842822049
37,2028332.9208379472
29,1658266.5324697099
31,1754760.7875823276
20,1203075.953610724
20,1211124.7826994655
22,1321802.6800895145
18,1086516.0196360403
19,1149551.5138346043
32,1813459.7484832895
27,1556163.5017745018
26,1466260.6752278293
37,1991580.0937060614
17,1046422.3718046655
30,1699857.7249739324
35,1948811.1207009023
24,1423011.6955398605
40,2212014.903257695
35,1953102.9625645287
27,1574184.3078536892
26,1497536.394084822
38,2100178.637462214
32,1801591.7248966547
33,1835457.4737171214
25,1460879.7922864524
39,2115838.2458917336
25,1460193.0152641255
34,1893467.9240680682
36,2009951.5654938838
35,1968401.7902866367
18,1122951.609293966
29,1679560.6358865392
27,1558097.4457343814
29,1645397.2761377674
38,2089693.5354292432
39,2137457.642313366
29,1666842.3229233054
26,1484629.0842041718
35,1971710.722663624
20,1181753.6375089276
31,1688343.8971410238
33,1830346.280512763
21,1230856.943443837
27,1537489.7651652757
37,2037661.7780376337
24,1383491.2369562243
22,1313251.963008505
33,1882123.9832003298
18,1104297.197777896
21,1251483.3235321203
39,2160394.489920678
26,1474368.389821692
20,1205247.2071720604
39,2114630.1626888188
26,1514127.8590336468
16,1011017.2881138447
25,1440835.8025156101
18,1087032.8317275015
22,1298595.6806945314
26,1489168.4827641144
18,1101142.552269071
28,1588003.178500134
23,1326906.3867299014
19,1151643.687041355
31,1735844.0427366258
30,1704609.7928685972
29,1651036.8977732006
21,1253758.451878303
25,1458338.0247816767
24,1391773.315354594
36,2047502.3629254987
16,971339.1046006264
20,1203746.3104626234
26,1522937.035103001
17,1083479.489905421
38,2113174.4057403416
20,1198749.216084905
25,1461178.9457444965
27,1579501.120944619
19,1145868.01478865
25,1397397.3328668298
39,2146446.9054096076
34,1947153.9846005274
25,1467841.0978753965
39,2134643.2697487357
30,1719474.8058686266
32,1775788.2966972028
16,993469.9560621895
24,1417963.4358101457
19,1167084.85970637
20,1224429.4440041515
26,1457438.950614039
37,2098727.892760696
24,1397323.2953179493
40,2166575.312294408
18,1121514.1124965278
27,1556187.9557509723
20,1207818.6110368827
33,1909166.693387163
17,1046928.9935565992
19,1150601.3920822716
34,1879416.1631345786
29,1630949.2666740862
23,1331316.86275516
23,1386928.7970182288
26,1535381.6665154025
25,1429839.701267926
25,1456412.2945437003
29,1631505.315249998
32,1762322.5007612568
17,1044635.3360093347
25,1457032.519980467
34,1900684.202366656
16,969632.2406026479
36,2016195.6952055644
23,1344831.9908906375
21,1221465.9311000104
23,1401438.6029048334
40,2200646.3094237517
22,1269166.7731083476
20,1164585.279420471
39,2123378.0596192162
17,1070588.5915212776
34,1865546.822621882
38,2069972.429490464
39,2130513.461267662
31,1754400.1661146018
35,1964046.055740427
